"","A","B","C","D","E"
"IL4_10",0,0.0166666666666667,0.0777777777777778,0.00555555555555556,0
"IL4_2",0,0.0444444444444444,0.111111111111111,0.0277777777777778,0
"IL4_3",0,0.0277777777777778,0.0388888888888889,0,0
"IL4_4",0,0.0333333333333333,0.0166666666666667,0,0
"IL4_5",0,0.0388888888888889,0.0333333333333333,0,0
"IL4_7",0,0.0611111111111111,0.188888888888889,0.0388888888888889,0
"IL4_8",0,0.0333333333333333,0.0222222222222222,0,0
"IL4_9",0,0.0944444444444444,0.127777777777778,0,0
"M1_1",0,0,0,0,0
"M1_10",0,0.0111111111111111,0.0388888888888889,0,0
"M1_2",0,0.0388888888888889,0.166666666666667,0.0166666666666667,0
"M1_4",0,0.0111111111111111,0.05,0,0
"M1_5",0,0.0722222222222222,0.1,0.0388888888888889,0
"M1_6",0,0,0,0,0
"M1_7",0,0,0,0,0
"M1_8",0,0,0,0,0
"M2_1",0,0.05,0.166666666666667,0.0111111111111111,0
"M2_10",0,0,0,0,0
"M2_3",0,0.122222222222222,0.188888888888889,0.00555555555555556,0
"M2_5",0,0,0,0,0
"M2_6",0,0,0,0,0
"M2_7",0,0,0,0,0
"M2_8",0,0.00555555555555556,0.0166666666666667,0,0
"M2_9",0,0.0222222222222222,0.0222222222222222,0.0166666666666667,0
"M3_1",0,0,0,0,0
"M3_2",0,0.0555555555555556,0.177777777777778,0.0277777777777778,0
"M3_3",0,0.0333333333333333,0.127777777777778,0.00555555555555556,0
"M3_5",0,0.116666666666667,0.283333333333333,0.0444444444444444,0
"M3_7",0,0,0.00555555555555556,0,0
"M3_8",0,0.0611111111111111,0.194444444444444,0.0222222222222222,0
"M4_2",0,0.0555555555555556,0.05,0,0
"M4_3",0,0.0388888888888889,0.133333333333333,0,0
"M4_4",0,0,0.0111111111111111,0,0
"M4_5",0,0,0,0,0
"M4_6",0,0.0555555555555556,0.205555555555556,0.0222222222222222,0
"M4_7",0,0.0277777777777778,0.0555555555555556,0.00555555555555556,0
"M4_9",0,0.0222222222222222,0.0333333333333333,0.0111111111111111,0
"24",0,0.0777777777777778,0.127777777777778,0.00555555555555556,0
"38",0,0.00555555555555556,0.1,0,0
"40",0,0.0277777777777778,0.05,0,0
"42",0,0.0666666666666667,0.222222222222222,0.0111111111111111,0
"43",0,0.0722222222222222,0.133333333333333,0.0111111111111111,0
"80",0.0111111111111111,0.0777777777777778,0.188888888888889,0.0277777777777778,0
"82",0,0.0555555555555556,0.133333333333333,0.0388888888888889,0
