"","A","B","C","D","E"
"57",0,0.0388888888888889,0.205555555555556,0.0555555555555556,0
"59",0,0.0222222222222222,0.0555555555555556,0,0
"60",0,0.00555555555555556,0.0777777777777778,0.0333333333333333,0
"61",0,0.0111111111111111,0.0333333333333333,0.00555555555555556,0
"67",0,0,0.0166666666666667,0,0
"68",0,0.00555555555555556,0.0277777777777778,0.0111111111111111,0
"73",0,0.0888888888888889,0.166666666666667,0.00555555555555556,0
"77",0,0.0166666666666667,0.116666666666667,0.0111111111111111,0
"80",0.0777777777777778,0.1,0.438888888888889,0.0944444444444444,0
"82",0,0.0555555555555556,0.216666666666667,0.05,0
"90",0,0.0388888888888889,0.211111111111111,0.0388888888888889,0
