"","Site","Plot","Line","Indicator","X1st.Hit.N","X1st.Hit.Avg","Any.Hit.N","Any.Hit.Avg"
"53","BEEF BASIN 2013","B1_1",1,"SPCR/D",2,0.033,2,0.033
"54","BEEF BASIN 2013","B1_1",1,"UNKSPR",0,0,0,0
"55","BEEF BASIN 2013","B1_1",2,"ACHY",0,0,0,0
"56","BEEF BASIN 2013","B1_1",2,"AMID",0,0,0,0
"57","BEEF BASIN 2013","B1_1",2,"AMSIN",0,0,0,0
"58","BEEF BASIN 2013","B1_1",2,"ARPU9",0,0,0,0
"59","BEEF BASIN 2013","B1_1",2,"ARTR2",3,0.05,3,0.05
"60","BEEF BASIN 2013","B1_1",2,"ARTR2/D",2,0.033,2,0.033
"61","BEEF BASIN 2013","B1_1",2,"ARTR2/DP",0,0,0,0
"62","BEEF BASIN 2013","B1_1",2,"ATCA2",0,0,0,0
"63","BEEF BASIN 2013","B1_1",2,"ATCA2/D",0,0,0,0
"64","BEEF BASIN 2013","B1_1",2,"ATCA2/DP",0,0,0,0
"65","BEEF BASIN 2013","B1_1",2,"BOGR",6,0.1,7,0.117
"66","BEEF BASIN 2013","B1_1",2,"BOGR/D",0,0,0,0
"67","BEEF BASIN 2013","B1_1",2,"BRTE",0,0,0,0
"68","BEEF BASIN 2013","B1_1",2,"BRTE/D",0,0,0,0
"69","BEEF BASIN 2013","B1_1",2,"CHDE2",0,0,0,0
"70","BEEF BASIN 2013","B1_1",2,"CHNAA3",0,0,0,0
"71","BEEF BASIN 2013","B1_1",2,"CHVI8/DP",0,0,0,0
"72","BEEF BASIN 2013","B1_1",2,"CHVI8",0,0,0,0
"73","BEEF BASIN 2013","B1_1",2,"CLLU2",0,0,0,0
"74","BEEF BASIN 2013","B1_1",2,"CRFL5",0,0,0,0
"75","BEEF BASIN 2013","B1_1",2,"DEPI",0,0,0,0
"76","BEEF BASIN 2013","B1_1",2,"DEPI/D",0,0,0,0
"77","BEEF BASIN 2013","B1_1",2,"ECCOC",1,0.017,1,0.017
"78","BEEF BASIN 2013","B1_1",2,"ECCOC/D",0,0,0,0
"79","BEEF BASIN 2013","B1_1",2,"ELEL",0,0,0,0
"80","BEEF BASIN 2013","B1_1",2,"EPVI",0,0,0,0
"81","BEEF BASIN 2013","B1_1",2,"ERCI6",0,0,0,0
"82","BEEF BASIN 2013","B1_1",2,"GRFA",0,0,0,0
"83","BEEF BASIN 2013","B1_1",2,"GUSA",0,0,0,0
"84","BEEF BASIN 2013","B1_1",2,"GUSA/D",0,0,0,0
"85","BEEF BASIN 2013","B1_1",2,"HECO26",0,0,0,0
"86","BEEF BASIN 2013","B1_1",2,"HECO26/D",0,0,0,0
"87","BEEF BASIN 2013","B1_1",2,"HYACA2",0,0,0,0
"88","BEEF BASIN 2013","B1_1",2,"JUOS",0,0,0,0
"89","BEEF BASIN 2013","B1_1",2,"KRLA2",0,0,0,0
"90","BEEF BASIN 2013","B1_1",2,"KRLA2/DP",0,0,0,0
"91","BEEF BASIN 2013","B1_1",2,"LAOC3",0,0,0,0
"92","BEEF BASIN 2013","B1_1",2,"LEMO2",0,0,0,0
"93","BEEF BASIN 2013","B1_1",2,"MAFR3",0,0,0,0
"94","BEEF BASIN 2013","B1_1",2,"MAFR3/DP",0,0,0,0
"95","BEEF BASIN 2013","B1_1",2,"OENOT",0,0,0,0
"96","BEEF BASIN 2013","B1_1",2,"OPPO",0,0,0,0
"97","BEEF BASIN 2013","B1_1",2,"OPPO/D",0,0,0,0
"98","BEEF BASIN 2013","B1_1",2,"OPPO/DP",0,0,0,0
"99","BEEF BASIN 2013","B1_1",2,"PEPU7",0,0,0,0
"100","BEEF BASIN 2013","B1_1",2,"PIED",0,0,0,0
"101","BEEF BASIN 2013","B1_1",2,"PLPA2",0,0,0,0
"102","BEEF BASIN 2013","B1_1",2,"SALS0",0,0,0,0
"103","BEEF BASIN 2013","B1_1",2,"SALS0/D",0,0,0,0
"104","BEEF BASIN 2013","B1_1",2,"SALS0/D",0,0,0,0
"105","BEEF BASIN 2013","B1_1",2,"SPCO",0,0,0,0
"106","BEEF BASIN 2013","B1_1",2,"SPCR",32,0.533,32,0.533
"107","BEEF BASIN 2013","B1_1",2,"SPCR/D",1,0.017,1,0.017
"108","BEEF BASIN 2013","B1_1",2,"UNKSPR",0,0,0,0
"109","BEEF BASIN 2013","B1_1",3,"ACHY",0,0,0,0
"110","BEEF BASIN 2013","B1_1",3,"AMID",0,0,0,0
"111","BEEF BASIN 2013","B1_1",3,"AMSIN",0,0,0,0
"112","BEEF BASIN 2013","B1_1",3,"ARPU9",0,0,0,0
"113","BEEF BASIN 2013","B1_1",3,"ARTR2",0,0,0,0
"114","BEEF BASIN 2013","B1_1",3,"ARTR2/D",6,0.1,8,0.133
"115","BEEF BASIN 2013","B1_1",3,"ARTR2/DP",0,0,0,0
"116","BEEF BASIN 2013","B1_1",3,"ATCA2",0,0,0,0
"117","BEEF BASIN 2013","B1_1",3,"ATCA2/D",1,0.017,1,0.017
"118","BEEF BASIN 2013","B1_1",3,"ATCA2/DP",0,0,0,0
"119","BEEF BASIN 2013","B1_1",3,"BOGR",1,0.017,1,0.017
"120","BEEF BASIN 2013","B1_1",3,"BOGR/D",0,0,0,0
"121","BEEF BASIN 2013","B1_1",3,"BRTE",0,0,0,0
"122","BEEF BASIN 2013","B1_1",3,"BRTE/D",0,0,0,0
"123","BEEF BASIN 2013","B1_1",3,"CHDE2",0,0,0,0
"124","BEEF BASIN 2013","B1_1",3,"CHNAA3",0,0,0,0
"125","BEEF BASIN 2013","B1_1",3,"CHVI8/DP",0,0,0,0
"126","BEEF BASIN 2013","B1_1",3,"CHVI8",0,0,0,0
"127","BEEF BASIN 2013","B1_1",3,"CLLU2",0,0,0,0
"128","BEEF BASIN 2013","B1_1",3,"CRFL5",0,0,0,0
"129","BEEF BASIN 2013","B1_1",3,"DEPI",0,0,0,0
"130","BEEF BASIN 2013","B1_1",3,"DEPI/D",0,0,0,0
"131","BEEF BASIN 2013","B1_1",3,"ECCOC",0,0,0,0
"132","BEEF BASIN 2013","B1_1",3,"ECCOC/D",0,0,0,0
"133","BEEF BASIN 2013","B1_1",3,"ELEL",0,0,0,0
"134","BEEF BASIN 2013","B1_1",3,"EPVI",0,0,0,0
"135","BEEF BASIN 2013","B1_1",3,"ERCI6",0,0,0,0
"136","BEEF BASIN 2013","B1_1",3,"GRFA",0,0,0,0
"137","BEEF BASIN 2013","B1_1",3,"GUSA",0,0,0,0
"138","BEEF BASIN 2013","B1_1",3,"GUSA/D",0,0,0,0
"139","BEEF BASIN 2013","B1_1",3,"HECO26",0,0,0,0
"140","BEEF BASIN 2013","B1_1",3,"HECO26/D",0,0,0,0
"141","BEEF BASIN 2013","B1_1",3,"HYACA2",0,0,0,0
"142","BEEF BASIN 2013","B1_1",3,"JUOS",0,0,0,0
"143","BEEF BASIN 2013","B1_1",3,"KRLA2",2,0.033,2,0.033
"144","BEEF BASIN 2013","B1_1",3,"KRLA2/DP",0,0,0,0
"145","BEEF BASIN 2013","B1_1",3,"LAOC3",0,0,0,0
"146","BEEF BASIN 2013","B1_1",3,"LEMO2",0,0,0,0
"147","BEEF BASIN 2013","B1_1",3,"MAFR3",0,0,0,0
"148","BEEF BASIN 2013","B1_1",3,"MAFR3/DP",0,0,0,0
"149","BEEF BASIN 2013","B1_1",3,"OENOT",0,0,0,0
"150","BEEF BASIN 2013","B1_1",3,"OPPO",0,0,0,0
"151","BEEF BASIN 2013","B1_1",3,"OPPO/D",0,0,0,0
"152","BEEF BASIN 2013","B1_1",3,"OPPO/DP",0,0,0,0
"153","BEEF BASIN 2013","B1_1",3,"PEPU7",0,0,0,0
"154","BEEF BASIN 2013","B1_1",3,"PIED",0,0,0,0
"155","BEEF BASIN 2013","B1_1",3,"PLPA2",0,0,0,0
"156","BEEF BASIN 2013","B1_1",3,"SALS0",0,0,0,0
"157","BEEF BASIN 2013","B1_1",3,"SALS0/D",0,0,0,0
"158","BEEF BASIN 2013","B1_1",3,"SALS0/D",0,0,0,0
"159","BEEF BASIN 2013","B1_1",3,"SPCO",0,0,0,0
"160","BEEF BASIN 2013","B1_1",3,"SPCR",38,0.633,40,0.667
"161","BEEF BASIN 2013","B1_1",3,"SPCR/D",0,0,1,0.017
"162","BEEF BASIN 2013","B1_1",3,"UNKSPR",0,0,0,0
"163","BEEF BASIN 2013","B1_1",4,"ACHY",0,0,0,0
"164","BEEF BASIN 2013","B1_1",4,"AMID",0,0,0,0
"165","BEEF BASIN 2013","B1_1",4,"AMSIN",0,0,0,0
"166","BEEF BASIN 2013","B1_1",4,"ARPU9",0,0,0,0
"167","BEEF BASIN 2013","B1_1",4,"ARTR2",5,0.083,5,0.083
"168","BEEF BASIN 2013","B1_1",4,"ARTR2/D",1,0.017,1,0.017
"169","BEEF BASIN 2013","B1_1",4,"ARTR2/DP",2,0.033,2,0.033
"170","BEEF BASIN 2013","B1_1",4,"ATCA2",0,0,0,0
"171","BEEF BASIN 2013","B1_1",4,"ATCA2/D",0,0,0,0
"172","BEEF BASIN 2013","B1_1",4,"ATCA2/DP",0,0,0,0
"173","BEEF BASIN 2013","B1_1",4,"BOGR",5,0.083,5,0.083
"174","BEEF BASIN 2013","B1_1",4,"BOGR/D",0,0,0,0
"175","BEEF BASIN 2013","B1_1",4,"BRTE",0,0,0,0
"176","BEEF BASIN 2013","B1_1",4,"BRTE/D",0,0,0,0
"177","BEEF BASIN 2013","B1_1",4,"CHDE2",0,0,0,0
"178","BEEF BASIN 2013","B1_1",4,"CHNAA3",0,0,0,0
"179","BEEF BASIN 2013","B1_1",4,"CHVI8/DP",0,0,0,0
"180","BEEF BASIN 2013","B1_1",4,"CHVI8",0,0,0,0
"181","BEEF BASIN 2013","B1_1",4,"CLLU2",0,0,0,0
"182","BEEF BASIN 2013","B1_1",4,"CRFL5",0,0,0,0
"183","BEEF BASIN 2013","B1_1",4,"DEPI",0,0,0,0
"184","BEEF BASIN 2013","B1_1",4,"DEPI/D",0,0,0,0
"185","BEEF BASIN 2013","B1_1",4,"ECCOC",0,0,0,0
"186","BEEF BASIN 2013","B1_1",4,"ECCOC/D",0,0,0,0
"187","BEEF BASIN 2013","B1_1",4,"ELEL",0,0,0,0
"188","BEEF BASIN 2013","B1_1",4,"EPVI",0,0,0,0
"189","BEEF BASIN 2013","B1_1",4,"ERCI6",0,0,0,0
"190","BEEF BASIN 2013","B1_1",4,"GRFA",0,0,0,0
"191","BEEF BASIN 2013","B1_1",4,"GUSA",0,0,0,0
"192","BEEF BASIN 2013","B1_1",4,"GUSA/D",0,0,1,0.017
"193","BEEF BASIN 2013","B1_1",4,"HECO26",0,0,1,0.017
"194","BEEF BASIN 2013","B1_1",4,"HECO26/D",0,0,0,0
"195","BEEF BASIN 2013","B1_1",4,"HYACA2",0,0,0,0
"196","BEEF BASIN 2013","B1_1",4,"JUOS",0,0,0,0
"197","BEEF BASIN 2013","B1_1",4,"KRLA2",1,0.017,1,0.017
"198","BEEF BASIN 2013","B1_1",4,"KRLA2/DP",0,0,0,0
"199","BEEF BASIN 2013","B1_1",4,"LAOC3",0,0,0,0
"200","BEEF BASIN 2013","B1_1",4,"LEMO2",0,0,0,0
"201","BEEF BASIN 2013","B1_1",4,"MAFR3",0,0,0,0
"202","BEEF BASIN 2013","B1_1",4,"MAFR3/DP",0,0,0,0
"203","BEEF BASIN 2013","B1_1",4,"OENOT",0,0,0,0
"204","BEEF BASIN 2013","B1_1",4,"OPPO",0,0,0,0
"205","BEEF BASIN 2013","B1_1",4,"OPPO/D",0,0,0,0
"206","BEEF BASIN 2013","B1_1",4,"OPPO/DP",0,0,0,0
"207","BEEF BASIN 2013","B1_1",4,"PEPU7",0,0,0,0
"208","BEEF BASIN 2013","B1_1",4,"PIED",0,0,0,0
"209","BEEF BASIN 2013","B1_1",4,"PLPA2",0,0,0,0
"210","BEEF BASIN 2013","B1_1",4,"SALS0",0,0,0,0
"211","BEEF BASIN 2013","B1_1",4,"SALS0/D",0,0,0,0
"212","BEEF BASIN 2013","B1_1",4,"SALS0/D",0,0,0,0
"213","BEEF BASIN 2013","B1_1",4,"SPCO",0,0,0,0
"214","BEEF BASIN 2013","B1_1",4,"SPCR",31,0.517,32,0.533
"215","BEEF BASIN 2013","B1_1",4,"SPCR/D",0,0,0,0
"216","BEEF BASIN 2013","B1_1",4,"UNKSPR",0,0,0,0
"217","BEEF BASIN 2013","B1_1",5,"ACHY",0,0,0,0
"218","BEEF BASIN 2013","B1_1",5,"AMID",0,0,0,0
"219","BEEF BASIN 2013","B1_1",5,"AMSIN",0,0,0,0
"220","BEEF BASIN 2013","B1_1",5,"ARPU9",0,0,0,0
"221","BEEF BASIN 2013","B1_1",5,"ARTR2",2,0.033,2,0.033
"222","BEEF BASIN 2013","B1_1",5,"ARTR2/D",1,0.017,1,0.017
"223","BEEF BASIN 2013","B1_1",5,"ARTR2/DP",2,0.033,2,0.033
"224","BEEF BASIN 2013","B1_1",5,"ATCA2",0,0,0,0
"225","BEEF BASIN 2013","B1_1",5,"ATCA2/D",0,0,0,0
"226","BEEF BASIN 2013","B1_1",5,"ATCA2/DP",0,0,0,0
"227","BEEF BASIN 2013","B1_1",5,"BOGR",0,0,0,0
"228","BEEF BASIN 2013","B1_1",5,"BOGR/D",0,0,0,0
"229","BEEF BASIN 2013","B1_1",5,"BRTE",0,0,0,0
"230","BEEF BASIN 2013","B1_1",5,"BRTE/D",0,0,0,0
"231","BEEF BASIN 2013","B1_1",5,"CHDE2",0,0,0,0
"232","BEEF BASIN 2013","B1_1",5,"CHNAA3",0,0,0,0
"233","BEEF BASIN 2013","B1_1",5,"CHVI8/DP",0,0,0,0
"234","BEEF BASIN 2013","B1_1",5,"CHVI8",0,0,0,0
"235","BEEF BASIN 2013","B1_1",5,"CLLU2",0,0,0,0
"236","BEEF BASIN 2013","B1_1",5,"CRFL5",0,0,0,0
"237","BEEF BASIN 2013","B1_1",5,"DEPI",0,0,0,0
"238","BEEF BASIN 2013","B1_1",5,"DEPI/D",0,0,0,0
"239","BEEF BASIN 2013","B1_1",5,"ECCOC",0,0,0,0
"240","BEEF BASIN 2013","B1_1",5,"ECCOC/D",0,0,0,0
"241","BEEF BASIN 2013","B1_1",5,"ELEL",0,0,0,0
"242","BEEF BASIN 2013","B1_1",5,"EPVI",0,0,0,0
"243","BEEF BASIN 2013","B1_1",5,"ERCI6",0,0,0,0
"244","BEEF BASIN 2013","B1_1",5,"GRFA",0,0,0,0
"245","BEEF BASIN 2013","B1_1",5,"GUSA",0,0,1,0.017
"246","BEEF BASIN 2013","B1_1",5,"GUSA/D",0,0,0,0
"247","BEEF BASIN 2013","B1_1",5,"HECO26",1,0.017,1,0.017
"248","BEEF BASIN 2013","B1_1",5,"HECO26/D",0,0,0,0
"249","BEEF BASIN 2013","B1_1",5,"HYACA2",0,0,0,0
"250","BEEF BASIN 2013","B1_1",5,"JUOS",0,0,0,0
"251","BEEF BASIN 2013","B1_1",5,"KRLA2",0,0,1,0.017
"252","BEEF BASIN 2013","B1_1",5,"KRLA2/DP",0,0,0,0
"253","BEEF BASIN 2013","B1_1",5,"LAOC3",0,0,0,0
"254","BEEF BASIN 2013","B1_1",5,"LEMO2",0,0,0,0
"255","BEEF BASIN 2013","B1_1",5,"MAFR3",0,0,0,0
"256","BEEF BASIN 2013","B1_1",5,"MAFR3/DP",0,0,0,0
"257","BEEF BASIN 2013","B1_1",5,"OENOT",0,0,0,0
"258","BEEF BASIN 2013","B1_1",5,"OPPO",0,0,0,0
"259","BEEF BASIN 2013","B1_1",5,"OPPO/D",0,0,0,0
"260","BEEF BASIN 2013","B1_1",5,"OPPO/DP",0,0,0,0
"261","BEEF BASIN 2013","B1_1",5,"PEPU7",0,0,0,0
"262","BEEF BASIN 2013","B1_1",5,"PIED",0,0,0,0
"263","BEEF BASIN 2013","B1_1",5,"PLPA2",0,0,0,0
"264","BEEF BASIN 2013","B1_1",5,"SALS0",0,0,0,0
"265","BEEF BASIN 2013","B1_1",5,"SALS0/D",0,0,0,0
"266","BEEF BASIN 2013","B1_1",5,"SALS0/D",0,0,0,0
"267","BEEF BASIN 2013","B1_1",5,"SPCO",0,0,0,0
"268","BEEF BASIN 2013","B1_1",5,"SPCR",35,0.583,37,0.617
"269","BEEF BASIN 2013","B1_1",5,"SPCR/D",1,0.017,1,0.017
"270","BEEF BASIN 2013","B1_1",5,"UNKSPR",0,0,0,0
"271","BEEF BASIN 2013","B1_10",1,"ACHY",0,0,0,0
"272","BEEF BASIN 2013","B1_10",1,"AMID",0,0,0,0
"273","BEEF BASIN 2013","B1_10",1,"AMSIN",0,0,0,0
"274","BEEF BASIN 2013","B1_10",1,"ARPU9",0,0,0,0
"275","BEEF BASIN 2013","B1_10",1,"ARTR2",1,0.017,1,0.017
"276","BEEF BASIN 2013","B1_10",1,"ARTR2/D",4,0.067,4,0.067
"277","BEEF BASIN 2013","B1_10",1,"ARTR2/DP",0,0,0,0
"278","BEEF BASIN 2013","B1_10",1,"ATCA2",0,0,0,0
"279","BEEF BASIN 2013","B1_10",1,"ATCA2/D",0,0,0,0
"280","BEEF BASIN 2013","B1_10",1,"ATCA2/DP",0,0,0,0
"281","BEEF BASIN 2013","B1_10",1,"BOGR",28,0.467,29,0.483
"282","BEEF BASIN 2013","B1_10",1,"BOGR/D",1,0.017,1,0.017
"283","BEEF BASIN 2013","B1_10",1,"BRTE",0,0,0,0
"284","BEEF BASIN 2013","B1_10",1,"BRTE/D",0,0,0,0
"285","BEEF BASIN 2013","B1_10",1,"CHDE2",0,0,0,0
"286","BEEF BASIN 2013","B1_10",1,"CHNAA3",0,0,0,0
"287","BEEF BASIN 2013","B1_10",1,"CHVI8/DP",0,0,0,0
"288","BEEF BASIN 2013","B1_10",1,"CHVI8",0,0,0,0
"289","BEEF BASIN 2013","B1_10",1,"CLLU2",0,0,0,0
"290","BEEF BASIN 2013","B1_10",1,"CRFL5",0,0,0,0
"291","BEEF BASIN 2013","B1_10",1,"DEPI",0,0,0,0
"292","BEEF BASIN 2013","B1_10",1,"DEPI/D",0,0,0,0
"293","BEEF BASIN 2013","B1_10",1,"ECCOC",0,0,0,0
"294","BEEF BASIN 2013","B1_10",1,"ECCOC/D",0,0,0,0
"295","BEEF BASIN 2013","B1_10",1,"ELEL",0,0,0,0
"296","BEEF BASIN 2013","B1_10",1,"EPVI",0,0,0,0
"297","BEEF BASIN 2013","B1_10",1,"ERCI6",0,0,0,0
"298","BEEF BASIN 2013","B1_10",1,"GRFA",0,0,0,0
"299","BEEF BASIN 2013","B1_10",1,"GUSA",4,0.067,5,0.083
"300","BEEF BASIN 2013","B1_10",1,"GUSA/D",0,0,0,0
"301","BEEF BASIN 2013","B1_10",1,"HECO26",0,0,0,0
"302","BEEF BASIN 2013","B1_10",1,"HECO26/D",0,0,0,0
"303","BEEF BASIN 2013","B1_10",1,"HYACA2",0,0,0,0
"304","BEEF BASIN 2013","B1_10",1,"JUOS",0,0,0,0
"305","BEEF BASIN 2013","B1_10",1,"KRLA2",0,0,0,0
"306","BEEF BASIN 2013","B1_10",1,"KRLA2/DP",0,0,0,0
"307","BEEF BASIN 2013","B1_10",1,"LAOC3",0,0,0,0
"308","BEEF BASIN 2013","B1_10",1,"LEMO2",0,0,0,0
"309","BEEF BASIN 2013","B1_10",1,"MAFR3",0,0,0,0
"310","BEEF BASIN 2013","B1_10",1,"MAFR3/DP",0,0,0,0
"311","BEEF BASIN 2013","B1_10",1,"OENOT",0,0,0,0
"312","BEEF BASIN 2013","B1_10",1,"OPPO",0,0,0,0
"313","BEEF BASIN 2013","B1_10",1,"OPPO/D",0,0,0,0
"314","BEEF BASIN 2013","B1_10",1,"OPPO/DP",0,0,0,0
"315","BEEF BASIN 2013","B1_10",1,"PEPU7",0,0,0,0
"316","BEEF BASIN 2013","B1_10",1,"PIED",0,0,0,0
"317","BEEF BASIN 2013","B1_10",1,"PLPA2",0,0,0,0
"318","BEEF BASIN 2013","B1_10",1,"SALS0",0,0,0,0
"319","BEEF BASIN 2013","B1_10",1,"SALS0/D",0,0,0,0
"320","BEEF BASIN 2013","B1_10",1,"SALS0/D",0,0,0,0
"321","BEEF BASIN 2013","B1_10",1,"SPCO",0,0,0,0
"322","BEEF BASIN 2013","B1_10",1,"SPCR",1,0.017,1,0.017
"323","BEEF BASIN 2013","B1_10",1,"SPCR/D",0,0,0,0
"324","BEEF BASIN 2013","B1_10",1,"UNKSPR",0,0,0,0
"325","BEEF BASIN 2013","B1_10",2,"ACHY",0,0,0,0
"326","BEEF BASIN 2013","B1_10",2,"AMID",0,0,0,0
"327","BEEF BASIN 2013","B1_10",2,"AMSIN",0,0,0,0
"328","BEEF BASIN 2013","B1_10",2,"ARPU9",0,0,0,0
"329","BEEF BASIN 2013","B1_10",2,"ARTR2",2,0.033,2,0.033
"330","BEEF BASIN 2013","B1_10",2,"ARTR2/D",0,0,0,0
"331","BEEF BASIN 2013","B1_10",2,"ARTR2/DP",0,0,0,0
"332","BEEF BASIN 2013","B1_10",2,"ATCA2",0,0,0,0
"333","BEEF BASIN 2013","B1_10",2,"ATCA2/D",0,0,0,0
"334","BEEF BASIN 2013","B1_10",2,"ATCA2/DP",0,0,0,0
"335","BEEF BASIN 2013","B1_10",2,"BOGR",25,0.417,27,0.45
"336","BEEF BASIN 2013","B1_10",2,"BOGR/D",6,0.1,6,0.1
"337","BEEF BASIN 2013","B1_10",2,"BRTE",0,0,0,0
"338","BEEF BASIN 2013","B1_10",2,"BRTE/D",0,0,0,0
"339","BEEF BASIN 2013","B1_10",2,"CHDE2",0,0,0,0
"340","BEEF BASIN 2013","B1_10",2,"CHNAA3",0,0,0,0
"341","BEEF BASIN 2013","B1_10",2,"CHVI8/DP",0,0,0,0
"342","BEEF BASIN 2013","B1_10",2,"CHVI8",0,0,0,0
"343","BEEF BASIN 2013","B1_10",2,"CLLU2",0,0,0,0
"344","BEEF BASIN 2013","B1_10",2,"CRFL5",0,0,0,0
"345","BEEF BASIN 2013","B1_10",2,"DEPI",0,0,0,0
"346","BEEF BASIN 2013","B1_10",2,"DEPI/D",0,0,0,0
"347","BEEF BASIN 2013","B1_10",2,"ECCOC",0,0,0,0
"348","BEEF BASIN 2013","B1_10",2,"ECCOC/D",0,0,0,0
"349","BEEF BASIN 2013","B1_10",2,"ELEL",0,0,0,0
"350","BEEF BASIN 2013","B1_10",2,"EPVI",0,0,0,0
"351","BEEF BASIN 2013","B1_10",2,"ERCI6",0,0,0,0
"352","BEEF BASIN 2013","B1_10",2,"GRFA",0,0,0,0
"353","BEEF BASIN 2013","B1_10",2,"GUSA",0,0,0,0
"354","BEEF BASIN 2013","B1_10",2,"GUSA/D",0,0,0,0
"355","BEEF BASIN 2013","B1_10",2,"HECO26",1,0.017,1,0.017
"356","BEEF BASIN 2013","B1_10",2,"HECO26/D",0,0,0,0
"357","BEEF BASIN 2013","B1_10",2,"HYACA2",0,0,0,0
"358","BEEF BASIN 2013","B1_10",2,"JUOS",0,0,0,0
"359","BEEF BASIN 2013","B1_10",2,"KRLA2",2,0.033,2,0.033
"360","BEEF BASIN 2013","B1_10",2,"KRLA2/DP",0,0,0,0
"361","BEEF BASIN 2013","B1_10",2,"LAOC3",0,0,0,0
"362","BEEF BASIN 2013","B1_10",2,"LEMO2",0,0,0,0
"363","BEEF BASIN 2013","B1_10",2,"MAFR3",0,0,0,0
"364","BEEF BASIN 2013","B1_10",2,"MAFR3/DP",0,0,0,0
"365","BEEF BASIN 2013","B1_10",2,"OENOT",0,0,0,0
"366","BEEF BASIN 2013","B1_10",2,"OPPO",0,0,0,0
"367","BEEF BASIN 2013","B1_10",2,"OPPO/D",0,0,0,0
